fipe_cod,tabela_id,anoref,mesref,tipo,marca_id,marca,modelo_id,modelo,anomod,comb_cod,comb_sigla,comb,valor
007001-7,316,2024,12,1,5,Asia Motors,26,Hi-Topic SLX/SDX/DLX Full Diesel,1994,3,D,Diesel,11465
008032-2,316,2024,12,1,6,Audi,52,A3 1.6 3p,2000,1,G,Gasolina,15877
008056-0,316,2024,12,1,6,Audi,53,A3 1.6 3p Aut.,2002,1,G,Gasolina,20633
008056-0,316,2024,12,1,6,Audi,53,A3 1.6 3p Aut.,2001,1,G,Gasolina,20076
008056-0,316,2024,12,1,6,Audi,53,A3 1.6 3p Aut.,1999,1,G,Gasolina,15627
008043-8,316,2024,12,1,6,Audi,57,A3 1.8 3p Aut.,1999,1,G,Gasolina,18493
008006-3,316,2024,12,1,6,Audi,65,A3 1.8 Turbo 3p Mec.,2001,1,G,Gasolina,21769
008006-3,316,2024,12,1,6,Audi,65,A3 1.8 Turbo 3p Mec.,1997,1,G,Gasolina,14499
008223-6,316,2024,12,1,6,Audi,8227,A3 Cabriolet Ambition 2.0 TFSI S-tronic,2017,1,G,Gasolina,213481
008236-8,316,2024,12,1,6,Audi,8559,A3 Cabriolet Perfor. 2.0 TFSI S-tronic,2019,1,G,Gasolina,144423
008205-8,316,2024,12,1,6,Audi,7419,A3 Sed. Ambition 2.0 TSFI 220cv S-tronic,2018,1,G,Gasolina,145852
008205-8,316,2024,12,1,6,Audi,7419,A3 Sed. Ambition 2.0 TSFI 220cv S-tronic,2017,1,G,Gasolina,128539
008205-8,316,2024,12,1,6,Audi,7419,A3 Sed. Ambition 2.0 TSFI 220cv S-tronic,2016,1,G,Gasolina,107845
008255-4,316,2024,12,1,6,Audi,8945,A3 Sed. P. Plus Tech 1.4 Flex TFSI Tip.,2021,1,G,Gasolina,151563
008255-4,316,2024,12,1,6,Audi,8945,A3 Sed. P. Plus Tech 1.4 Flex TFSI Tip.,2020,1,G,Gasolina,133201
008252-0,316,2024,12,1,6,Audi,8768,A3 Sed. P.Plus 1.4 25Anos Flex TFSI Tip.,2019,1,G,Gasolina,134049
008190-6,316,2024,12,1,6,Audi,6689,A3 Sed.1.8/1.8 Ambit.16V TB FSI S-tronic,2016,1,G,Gasolina,90720
