,modelo_id,modelo,marca,comb,version,engine,category,transmission_type,doors,hp,valves
253,6165,Ranger XLS 2.5 16V 4x2 CD Flex,Ford,Gasolina,2.5,Other,Pickup,,,,16
254,881,Ranger XLS 3.0 PSE 163cv 4x2 CD TB Dies.,Ford,Diesel,3.0,,Pickup,,,1,
255,882,Ranger XLS 3.0 PSE 163cv 4x2 CS TB Dies.,Ford,Diesel,3.0,,,,,1,
256,6562,Ranger XLS 3.2 20V 4x4 CD Diesel Aut.,Ford,Diesel,3.2,Diesel,Pickup,Auto,,,20
257,6167,Ranger XLS 3.2 20V 4x4 CD Diesel Mec.,Ford,Diesel,3.2,Diesel,Pickup,Manual,,,20
258,886,Ranger XLT 2.5 4x2 CE Diesel,Ford,Diesel,2.5,Diesel,,,,,
260,889,Ranger XLT 2.5 4x4 CE TB Diesel,Ford,Diesel,2.5,Diesel,,,,,
261,891,Ranger XLT 2.8 8v 135cv 4x2 CD TB Diesel,Ford,Diesel,2.8,Diesel,Pickup,,,1,
262,906,Royale GL 2.0/2.0i 2p e 4p,Ford,Gasolina,2.0,,,,2,,
263,10639,TRANSIT Minibus 15 Lug. 2.0 16V Die Aut.,Ford,Diesel,2.0,Other,,Auto,,,16
264,9650,TRANSIT Minibus 15 Lug. 2.0 16V Diesel,Ford,Diesel,2.0,Other,,,,,16
265,922,Versailles GL 1.8i / 1.8 2p e 4p,Ford,Gasolina,1.8,,,,2,,
266,927,A-10 De Luxe 2.5/4.1,GM - Chevrolet,Gasolina,2.5,,,,,,
267,5070,AGILE LTZ 1.4 MPFI 8V FlexPower 5p,GM - Chevrolet,Gasolina,1.4,Other,,,5,,8
268,6638,AGILE LTZ EFFECT 1.4 8V FlexPower 5p Mec,GM - Chevrolet,Gasolina,1.4,Other,,Manual,5,,8
269,934,Astra 2.0/ CD/ GLS 2.0 MPFI 16V 3p,GM - Chevrolet,Gasolina,2.0,Other,Pickup,,3,,16
273,935,Astra 2.0/ CD/ Sunny/ GLS 2.0 8V 3p,GM - Chevrolet,Gasolina,2.0,Other,Pickup,,3,,8
279,936,Astra 500 Sedan 2.0 MPFI 16V 4p,GM - Chevrolet,Gasolina,2.0,Other,Sedan,,4,,16
280,4137,Astra Advant. 2.0 MPFI 8V FlexP. 5p Aut.,GM - Chevrolet,Gasolina,2.0,Other,,Auto,5,,8
282,963,Astra S.Sport 2.0 F.Pow. 5p/Sport 2.0 3p,GM - Chevrolet,Gasolina,2.0,,Sport,,5,,
285,978,C-20 Custom Std. CD 4.1,GM - Chevrolet,Gasolina,4.1,,Pickup,,,,
286,996,Celta Life/ LS 1.0 MPFI 8V FlexPower 5p,GM - Chevrolet,Gasolina,1.0,Other,,,5,,8
287,5725,COBALT LTZ 1.4 8V FlexPower/EconoFlex 4p,GM - Chevrolet,Gasolina,1.4,Other,,,4,,8
288,1014,Corsa GL 1.6 MPFI / 1.4 EFI 2p e 4p,GM - Chevrolet,Gasolina,1.6,Other,,,2,,
290,1028,Corsa Pick-Up STD/ Rodeio 1.6 MPFI,GM - Chevrolet,Gasolina,1.6,Other,,,,,
291,1035,Corsa Sed Class.Super 1.0/1.0 FlexPower,GM - Chevrolet,Álcool,1.0,Flex,,,,,
293,1066,Corsa Wind 1.6 MPFi 4p,GM - Chevrolet,Gasolina,1.6,,,,4,,
294,7619,CRUZE LTZ 1.4 16V Turbo Flex 4p Aut.,GM - Chevrolet,Gasolina,1.4,Other,,Auto,4,,16
295,1076,D-20 S / El Caminho 3.9/4.0 CD T.Dies,GM - Chevrolet,Diesel,3.9,,Pickup,,,,
297,11294,EQUINOX ACTIV 1.5 Turbo 177cv Aut.,GM - Chevrolet,Gasolina,1.5,Turbo,,Auto,,1,
299,11261,EQUINOX EV 292cv (Elétrico),GM - Chevrolet,Gasolina,,Electric,,,,2,
301,9081,EQUINOX LT 1.5 Turbo 172cv Aut.,GM - Chevrolet,Gasolina,1.5,Turbo,,Auto,,1,
302,8150,EQUINOX LT 2.0 Turbo 262cv Aut.,GM - Chevrolet,Gasolina,2.0,Turbo,,Auto,,2,
304,9082,EQUINOX Midnight 1.5 Turbo 172cv Aut.,GM - Chevrolet,Gasolina,1.5,Turbo,,Auto,,1,
305,9135,EQUINOX Premier 1.5 Turbo 172cv Aut.,GM - Chevrolet,Gasolina,1.5,Turbo,,Auto,,1,
309,1079,Ipanema GL/ Flair 2.0 MPFI / EFI 4p,GM - Chevrolet,Gasolina,2.0,Other,,,4,,
310,1082,Kadett GL/SL/Lite/Turim 1.8,GM - Chevrolet,Álcool,1.8,,,,,,
311,1083,Kadett GLS 1.8 EFI / SL/e 1.8,GM - Chevrolet,Gasolina,1.8,,,,,,
312,5416,MONTANA LS 1.4 ECONOFLEX 8V 2p,GM - Chevrolet,Gasolina,1.4,Other,,,2,,8
314,1106,Monza SL/e SR 2.0,GM - Chevrolet,Gasolina,2.0,,,,,,
315,1112,Omega GLS 2.2 / 2.0,GM - Chevrolet,Gasolina,2.2,,,,,,
316,8891,ONIX HATCH LT 1.0 12V TB Flex 5p Mec.,GM - Chevrolet,Gasolina,1.0,Other,,Manual,5,,12
317,6531,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,GM - Chevrolet,Gasolina,1.4,Other,,Auto,5,,8
318,6234,ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.,GM - Chevrolet,Gasolina,1.4,Other,,Manual,5,,8
319,8824,ONIX SEDAN Plus 1.0 12V TB Flex Aut.,GM - Chevrolet,Gasolina,1.0,Other,,Auto,,,12
320,8950,ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,GM - Chevrolet,Gasolina,1.0,Other,,Manual,4,,12
323,1115,Opala Diplomata/Diplom. SLE 4.1/2.5,GM - Chevrolet,Gasolina,4.1,,,,,,
325,4189,PRISMA Sed. Joy 1.4 8V ECONOFLEX 4p,GM - Chevrolet,Gasolina,1.4,Other,,,4,,8
326,6351,PRISMA Sed. LTZ 1.4 8V FlexPower 4p,GM - Chevrolet,Gasolina,1.4,Other,,,4,,8
327,1121,S10 Blazer Colina 2.4/2.4 MPFI F.Power,GM - Chevrolet,Gasolina,2.4,Other,,,,,
328,1126,S10 Blazer DLX 2.8 4x4 TB Interc. Diesel,GM - Chevrolet,Diesel,2.8,Diesel,,,,,
329,1129,S10 Blazer Executive 4.3 V6,GM - Chevrolet,Gasolina,4.3,V6/V8,,,,,
330,5887,S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel,GM - Chevrolet,Diesel,2.8,Diesel,,,,,
333,7955,S10 Pick-Up LTZ 2.5 Flex 4x2 CD Aut.,GM - Chevrolet,Gasolina,2.5,Flex,Pickup,Auto,,,
334,5895,S10 Pick-Up LTZ 2.8 TDI 4x2 CD Dies.Aut,GM - Chevrolet,Diesel,2.8,,Pickup,Auto,,,
335,1165,S10 P-Up Advant. 2.4/2.4 MPFI F.Power CD,GM - Chevrolet,Gasolina,2.4,Other,Pickup,,,,
337,4675,S10 P-Up Advantage 2.4 MPFI F.Power CS,GM - Chevrolet,Gasolina,2.4,Other,,,,,
341,1142,S10 P-Up Colina 2.4 MPFI 128cv CD 4p,GM - Chevrolet,Gasolina,2.4,Other,Pickup,,4,1,
343,1141,S10 P-Up Colina 2.4/2.4 MPFI F.Power CS,GM - Chevrolet,Gasolina,2.4,Other,,,,,
348,1169,S10 P-Up Lx/Sert/Rod 2.8 4x4 CD TDI Dies,GM - Chevrolet,Diesel,2.8,,Pickup,,,,
349,1191,Silverado Tropical CD 4.2 Diesel,GM - Chevrolet,Diesel,4.2,Diesel,Pickup,,,,
350,8450,SPIN ACTIV7 1.8 8V Econo.Flex 5p Aut.,GM - Chevrolet,Gasolina,1.8,Other,,Auto,5,,8
351,6103,SPIN LT 1.8 8V Econo.Flex 5p Aut.,GM - Chevrolet,Gasolina,1.8,Other,,Auto,5,,8
353,9213,TRACKER LTZ 1.0 Turbo 12V Flex Aut.,GM - Chevrolet,Gasolina,1.0,Turbo,,Auto,,,12
354,9048,TRACKER Premier 1.2 Turbo 12V Flex Aut.,GM - Chevrolet,Gasolina,1.2,Turbo,,Auto,,,12
355,1224,Vectra GLS/Expres.2.2/ 2.0 e 2.0 CD 8V,GM - Chevrolet,Gasolina,2.2,Other,Pickup,,,,8
356,4435,Vectra GT-X 2.0 MPFI 8V FlexPower Aut.,GM - Chevrolet,Gasolina,2.0,Other,,Auto,,,8
357,4436,Vectra GT-X 2.0 MPFI 8V FlexPower Mec.,GM - Chevrolet,Gasolina,2.0,Other,,Manual,,,8
358,1228,Zafira 2.0/ CD 2.0  8V  MPFI 5p Mec.,GM - Chevrolet,Gasolina,2.0,Other,Pickup,Manual,5,,8
359,1232,Zafira Eleg.2.0 MPFI FlexPower 8V 5p Aut,GM - Chevrolet,Gasolina,2.0,Other,,Auto,5,,8
360,1240,Carajas/Tocantis/Xavante/Vip,Gurgel,Gasolina,,,,,,,
361,4641,Accord Sedan EX 3.5 V6 24V,Honda,Gasolina,3.5,V6/V8,Sedan,,,,24
362,4973,CITY Sedan EXL 1.5 Flex  16V 4p Aut.,Honda,Gasolina,1.5,Flex,Sedan,Auto,4,,16
364,1256,Civic Hatch VTi,Honda,Gasolina,,,Hatchback,,,,
365,1258,Civic Sedan EX 1.6 16V Aut. 4p (nacion.),Honda,Gasolina,1.6,Other,Sedan,Auto,4,,16
369,1259,Civic Sedan EX 1.6 16V Mec. 4p (nacion.),Honda,Gasolina,1.6,Other,Sedan,Manual,4,,16
373,1260,Civic Sedan EX 1.7 16V 130cv Aut. 4p,Honda,Gasolina,1.7,Other,Sedan,Auto,4,1,16
378,1257,Civic Sedan LX 1.5/1.6,Honda,Gasolina,1.5,,Sedan,,,,
380,1275,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Aut.,Honda,Gasolina,1.4,Flex,,Auto,5,,8
381,1322,H100 GLS Diesel,Hyundai,Diesel,,Diesel,,,,,
382,8953,HB20X Evolution 1.6 Flex 16V Aut.,Hyundai,Gasolina,1.6,Flex,,Auto,,,16
385,6352,HB20X Premium 1.6 Flex 16V Aut.,Hyundai,Gasolina,1.6,Flex,,Auto,,,16
392,6353,HB20X Premium 1.6 Flex 16V Mec.,Hyundai,Gasolina,1.6,Flex,,Manual,,,16
394,5931,ix35 GLS 2.0 16V 2WD Flex Aut.,Hyundai,Gasolina,2.0,Other,,Auto,,,16
0,16,164 3.0 V6,Alfa Romeo,Gasolina,3.0,V6/V8,,,,,
1,30,Topic Carga 2.7 Diesel (furgão),Asia Motors,Diesel,2.7,Diesel,,,,,
2,35,Towner Glass Van,Asia Motors,Gasolina,,,,,,,
4,56,A3 1.8 3p,Audi,Gasolina,1.8,,,,3,,
6,63,A3 1.8 Turbo 180cv 5p Mec.,Audi,Gasolina,1.8,Turbo,,Manual,5,1,
8,73,A4 1.8 Avant Turbo Tip./ Multitronic,Audi,Gasolina,1.8,Turbo,MPV,,,,
22,116,A6 2.8 Avant 30V Mec.,Audi,Gasolina,2.8,,MPV,Manual,,,30
23,5127,S3 Sportback 2.0 TFSI Quattro S Tronic,Audi,Gasolina,2.0,,Sport,,,,
33,6090,320iA 2.0 Turbo/ActiveFlex 16V/GP  4p,BMW,Gasolina,2.0,Turbo,,,4,,16
41,6609,320iA GT Sport 2.0 Turbo 16V 184cv 5p,BMW,Gasolina,2.0,Turbo,Sport,,5,1,16
48,206,540i/iA Touring,BMW,Gasolina,,,,,,,
50,224,760iL 6.0 V12 445cv/544cv,BMW,Gasolina,6.0,Other,,,,4,
51,9864,iX XDrive 50 Sport Aut. (Elétrico),BMW,Gasolina,,Electric,Sport,Auto,,,
52,7449,X1 XDRIVE 25i Sport 2.0/2.0 Flex Aut.,BMW,Gasolina,2.0,Flex,Sport,Auto,,,
53,241,X3 Sport 3.0 24V 231cv,BMW,Gasolina,3.0,,Sport,,,2,24
54,10078,X3 XDRIVE 30e X-Line Turbo Aut. (Híb.),BMW,Gasolina,,Turbo,,Auto,,,
55,242,X5 3.0 4x4,BMW,Gasolina,3.0,,,,,,
56,7117,X5 XDRIVE M50d 3.0 Diesel,BMW,Diesel,3.0,Diesel,,,,,
58,10114,Tiggo 7 Pro Max Drive 1.6 Turbo 16V Aut.,Caoa Chery,Gasolina,1.6,Turbo,,Auto,,,16
59,6379,Celer Hatch 1.5 16V Flex 5p,Caoa Chery/Chery,Gasolina,1.5,Other,Hatchback,,5,,16
60,260,Javali 3.0 4x4 Diesel,CBT Jipe,Diesel,3.0,Diesel,,,,,
61,262,Caravan LE  3.3,Chrysler,Gasolina,3.3,,,,,,
62,267,Grand Caravan LE 3.3 Aut,Chrysler,Gasolina,3.3,,,Auto,,,
65,6154,C3 Origine 1.5 Flex 8V 5p Mec.,Citroën,Gasolina,1.5,Flex,,Manual,5,,8
66,8467,C4 CACTUS FEEL 1.6 16V Flex Mec.,Citroën,Gasolina,1.6,Other,,Manual,,,16
67,9586,C4 CACTUS FEEL Bus. 1.6 Flex Aut.,Citroën,Gasolina,1.6,Flex,,Auto,,,
72,8469,C4 CACTUS FEEL Pack 1.6 16V Flex Aut.,Citroën,Gasolina,1.6,Other,,Auto,,,16
79,4845,C4 Excl.2.0/2.0 Solaris Flex 16V 5p Aut.,Citroën,Gasolina,2.0,Flex,,Auto,5,,16
80,295,C5 Exclusive 2.0 16V 4p Aut.,Citroën,Gasolina,2.0,Other,,Auto,4,,16
83,8342,Jumpy 1.6 Minibus Turbo Diesel,Citroën,Diesel,1.6,Turbo,,,,,
84,319,XM Exclusive 12v,Citroën,Gasolina,,,,,,,
86,352,ZX Cupê 16V,Citroën,Gasolina,,Other,,,,,16
87,10626,Buggy SKY 1.6 Flex 16V Mec.,D2D Motors,Gasolina,1.6,Flex,,Manual,,,16
88,7344,V21 Pick-up CS 1.3 16V 2p,EFFA,Gasolina,1.3,Other,,,2,,16
90,422,355 GTS,Ferrari,Gasolina,,,,,,,
95,423,355 GTS F1,Ferrari,Gasolina,,,,,,,
105,5025,Ducato Maxi. Curta 2.3 T.Alto ME Diesel,Fiat,Diesel,2.3,Diesel,,,,,
109,477,Fiorino Pick-Up LX (todas),Fiat,Gasolina,,,,,,,
111,4160,Idea Advent./ Adv.LOCKER 1.8 mpi Flex 5p,Fiat,Gasolina,1.8,Flex,,,5,,
112,485,Marea ELX 2.4 mpi 20V 4p,Fiat,Gasolina,2.4,,,,4,,20
115,486,Marea HLX 2.0 20V 4p,Fiat,Gasolina,2.0,,,,4,,20
118,487,Marea HLX 2.4 mpi 20V 4p Aut.,Fiat,Gasolina,2.4,,,Auto,4,,20
125,4825,Palio 1.0 Celebr. ECONOMY F.Flex 8V 2p,Fiat,Gasolina,1.0,Flex,,,2,,8
126,515,Palio EDX 1.0 mpi 2p,Fiat,Gasolina,1.0,,,,2,,
127,5294,Palio ESSENCE Dualogic 1.6 Flex 16V 5p,Fiat,Gasolina,1.6,Flex,,,5,,16
128,547,Palio Week. Adv/Adv TRYON 1.8 mpi Flex,Fiat,Gasolina,1.8,Flex,,,,,
130,571,Premio S 1.5 i.e./ 1.5 / 1.3,Fiat,Gasolina,1.5,,,,,,
131,4860,Siena EL 1.0 mpi Fire Flex 8V 4p,Fiat,Gasolina,1.0,Flex,,,4,,8
134,603,Strada 1.4 mpi Fire Flex 8V CS,Fiat,Gasolina,1.4,Flex,,,,,8
141,7450,Strada Adv. Ext. 1.8 LOCKER Dual.Flex CE,Fiat,Gasolina,1.8,Flex,,,,,
142,7451,Strada Adv. Ext./ Ext.1.8 LOCKER Flex CE,Fiat,Gasolina,1.8,Flex,,,,,
144,7452,Strada Adv. Extreme 1.8 Dual. Flex CE,Fiat,Gasolina,1.8,Flex,,,,,
147,7135,Strada Working HARD 1.4 Fire Flex 8V CE,Fiat,Gasolina,1.4,Flex,,,,,8
149,616,Strada/ Strada Working 1.5 mpi 8V CE,Fiat,Álcool,1.5,Other,,,,,8
150,623,Tempra Ouro 16V 2p e 4p,Fiat,Gasolina,,Other,,,2,,16
152,638,Uno CS/Top/Sport 1.5 i.e. / 1.5 4p,Fiat,Gasolina,1.5,,Sport,,4,,
153,640,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,Fiat,Gasolina,1.3,Flex,,,,,8
156,644,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,Fiat,Gasolina,1.0,Flex,,,2,,
159,4765,Uno Mille WAY ECONOMY 1.0 F.Flex 2p,Fiat,Gasolina,1.0,Flex,,,2,,
160,5465,UNO SPORTING 1.4 EVO Fire Flex 8V 4p,Fiat,Gasolina,1.4,Flex,,,4,,8
161,4890,Buggy Off Road 1.8 8V,Fibravan,Gasolina,1.8,Other,,,,,8
184,676,Del Rey Ghia 1.8 / 1.6 2p e 4p,Ford,Gasolina,1.8,,,,2,,
185,8004,EcoSport FREESTYLE 1.5 12V Flex 5p Aut.,Ford,Gasolina,1.5,Other,Sport,Auto,5,,12
186,8006,EcoSport SE 1.5 12V Flex 5p Aut.,Ford,Gasolina,1.5,Other,Sport,Auto,5,,12
187,8211,EcoSport STORM 2.0 4WD 16V Flex 5p Aut.,Ford,Gasolina,2.0,Other,Sport,Auto,5,,16
188,682,EcoSport XLS 1.6/ 1.6 Flex 8V 5p,Ford,Gasolina,1.6,Flex,Sport,,5,,8
192,689,Escort GL 1.6i / 1.6,Ford,Gasolina,1.6,,,,,,
194,700,Escort L/LX 1.6,Ford,Gasolina,1.6,,,,,,
195,705,Escort SW GL 1.6 MPI,Ford,Gasolina,1.6,,,,,,
199,732,F-1000 Super Diesel / Super Diesel Turbo,Ford,Diesel,,Diesel,,,,,
200,4165,F-250 Tropivan/Tropi. Plus 3.9 TB Diesel,Ford,Diesel,3.9,Diesel,,,,,
205,762,F-250 XL 3.9 4x2 Diesel,Ford,Diesel,3.9,Diesel,,,,,
215,801,Focus Ghia Sed. 2.0 16V/ 2.0 16V Flex 4p,Ford,Gasolina,2.0,Other,,,4,,16
218,6324,Fusion Titanium 2.0 GTDI Eco. Awd Aut.,Ford,Gasolina,2.0,,,Auto,,,
219,813,Ka 1.0i 3p,Ford,Gasolina,,,,,3,,
223,847,Pampa S 1.8,Ford,Álcool,1.8,,,,,,
224,847,Pampa S 1.8,Ford,Gasolina,1.8,,,,,,
226,869,Ranger XL 2.8 8v 135cv 4x2 CS TB Diesel,Ford,Diesel,2.8,Diesel,,,,1,
229,870,Ranger XL 2.8 8v 135cv 4x4 CD TB Diesel,Ford,Diesel,2.8,Diesel,Pickup,,,1,
234,871,Ranger XL 2.8 8v 135cv 4x4 CE TB Diesel,Ford,Diesel,2.8,Diesel,,,,1,
236,872,Ranger XL 2.8 8v 135cv 4x4 CS TB Diesel,Ford,Diesel,2.8,Diesel,,,,1,
239,896,Ranger XLT 4.0 12v V6 210cv 4x4 CD Repow,Ford,Gasolina,4.0,V6/V8,Pickup,,,2,
240,905,Royale GL 1.8/1.8i  2p e 4p,Ford,Gasolina,1.8,,,,2,,
241,909,Taurus L/LX 3.0 V6,Ford,Gasolina,3.0,V6/V8,,,,,
242,923,Versailles GL 2.0i / 2.0 2p e 4p,Ford,Gasolina,2.0,,,,2,,
243,944,Astra Elite 2.0 MPFI FlexPower 8V 5p Mec,GM - Chevrolet,Gasolina,2.0,Other,,Manual,5,,8
244,3969,Astra Sed. Advant. 2.0 8V MPFI FlexP. 4p,GM - Chevrolet,Gasolina,2.0,Other,,,4,,8
245,959,Astra Sedan 2.0/CD/ Expres.GLS 2.0 8V 4p,GM - Chevrolet,Gasolina,2.0,Other,Sedan,,4,,8
250,6887,Camaro SS Conversível 6.2 V8 16V,GM - Chevrolet,Gasolina,6.2,V6/V8,,,,,16
251,990,Cavalier L 2.0,GM - Chevrolet,Gasolina,2.0,,,,,,
256,1012,Cheynne 4.3 V6,GM - Chevrolet,Gasolina,4.3,V6/V8,,,,,
259,6747,Classic ADVANTAGE 1.0 VHC FlexPower 4p,GM - Chevrolet,Gasolina,1.0,Flex,,,4,,
261,4924,Classic Life/LS 1.0 VHC FlexP. 4p,GM - Chevrolet,Gasolina,1.0,Flex,,,4,,
268,6175,COBALT LTZ 1.8 8V Econo.Flex 4p Mec.,GM - Chevrolet,Gasolina,1.8,Other,,Manual,4,,8
272,1073,D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,GM - Chevrolet,Diesel,3.9,,Pickup,,,,
273,1075,D-20 S / Luxe 3.9/4.0 T.Diesel,GM - Chevrolet,Diesel,3.9,Diesel,,,,,
275,1081,Kadett GL 2.0 MPFI / EFI,GM - Chevrolet,Gasolina,2.0,Other,,,,,
276,1085,Kadett GSi / GS 2.0,GM - Chevrolet,Gasolina,2.0,,,,,,
278,1101,Monza Classic SE 2.0 /MPFI e EFI 2p e 4p,GM - Chevrolet,Gasolina,2.0,Other,,,2,,
279,1104,Monza GL 2.0 EFI/SL/L/650/Club/Barc.2e4p,GM - Chevrolet,Gasolina,2.0,,,,,,
281,8890,ONIX HATCH LT 1.0 12V TB Flex 5p Aut.,GM - Chevrolet,Gasolina,1.0,Other,,Auto,5,,12
282,8892,ONIX HATCH LTZ 1.0 12V TB Flex 5p Aut.,GM - Chevrolet,Gasolina,1.0,Other,,Auto,5,,12
283,8827,ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,GM - Chevrolet,Gasolina,1.0,Other,,Auto,,,12
290,8828,ONIX SEDAN Plus LTZ 1.0 12V TB Flex Mec.,GM - Chevrolet,Gasolina,1.0,Other,,Manual,,,12
294,1114,Opala Comodoro/Comod. SLE  4.1/2.5,GM - Chevrolet,Gasolina,4.1,,,,,,
297,6532,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,GM - Chevrolet,Gasolina,1.4,Other,,Auto,4,,8
298,1120,S10 Blazer Advant. 2.4/2.4 MPFI F.Power,GM - Chevrolet,Gasolina,2.4,Other,,,,,
302,5896,S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut,GM - Chevrolet,Diesel,2.8,,Pickup,Auto,,,
306,1170,S10 P-Up Tornado 2.8 TDI 4x2/4x4 CD Dies,GM - Chevrolet,Diesel,2.8,,Pickup,,,,
313,1202,Suprema GLS 2.2 / 2.0,GM - Chevrolet,Gasolina,2.2,,,,,,
315,6269,TRAILBLAZER LTZ 3.6 V6  Aut.,GM - Chevrolet,Gasolina,3.6,V6/V8,,Auto,,,
319,8747,TRAILBLAZER PREMIER 2.8 TB Diesel Aut.,GM - Chevrolet,Diesel,2.8,Diesel,,Auto,,,
325,8748,TRAILBLAZER PREMIER 3.6 V6 Aut.,GM - Chevrolet,Gasolina,3.6,V6/V8,,Auto,,,
326,1213,Vectra CD 2.0 (modelo antigo),GM - Chevrolet,Gasolina,2.0,,Pickup,,,,
328,1226,Veraneio S / Luxe 4.1,GM - Chevrolet,Gasolina,4.1,,,,,,
329,4259,Zafira Expres. 2.0 MPFI FlexPower 5p Aut,GM - Chevrolet,Gasolina,2.0,Other,,Auto,5,,
330,4971,CITY Sedan EX 1.5 Flex 16V 4p Aut.,Honda,Gasolina,1.5,Flex,Sedan,Auto,4,,16
331,4010,Civic Sedan LXS 1.8/1.8 Flex 16V Aut. 4p,Honda,Gasolina,1.8,Flex,Sedan,Auto,4,,16
332,6780,Fit DX 1.5 Flexone 16V 5p Mec.,Honda,Gasolina,1.5,Flex,,Manual,5,,16
334,4800,Fit EXL 1.5 Flex 16V 5p Mec,Honda,Gasolina,1.5,Flex,,Manual,5,,16
335,6781,Fit LX 1.5 Flexone 16V 5p Aut.,Honda,Gasolina,1.5,Flex,,Auto,5,,16
336,4403,AZERA GLS 3.3 V6 24V 4p Aut.,Hyundai,Gasolina,3.3,V6/V8,,Auto,4,,24
337,7832,Creta Pulse 1.6 16V Flex Mec.,Hyundai,Gasolina,1.6,Other,,Manual,,,16
338,1304,Elantra GLS 2.0 16V Mec.,Hyundai,Gasolina,2.0,Other,,Manual,,,16
342,7757,Elantra Special Edit. 2.0 16V Flex Aut.,Hyundai,Gasolina,2.0,Other,,Auto,,,16
344,1305,Elantra Wagon 1.8 16V,Hyundai,Gasolina,1.8,Other,Wagon,,,,16
347,6176,EQUUS 4.6 V8 32V 366cv 4p Aut.,Hyundai,Gasolina,4.6,V6/V8,,Auto,4,3,32
349,1320,H100 GL Diesel,Hyundai,Diesel,,Diesel,,,,,
351,1333,Santa Fe GLS 2.7 V6 4x4TipTronic,Hyundai,Gasolina,2.7,V6/V8,,,,,
352,1345,Tucson 2.0 16V Mec.,Hyundai,Gasolina,2.0,Other,,Manual,,,16
353,9215,2500 LARAM. 6.7 NIGHT ED. TB CD 4x4 Die.,RAM,Diesel,6.7,,Pickup,,,,
354,2127,Forester 2.0 4x4 Mec.,Subaru,Gasolina,2.0,,,Manual,,,
355,2126,Forester 2.0/2.0 S/2.0 ES 4x4 Aut.,Subaru,Gasolina,2.0,,,Auto,,,
359,2135,Impreza GL 4x4 2.0 16V,Subaru,Gasolina,2.0,Other,,,,,16
360,2140,Impreza SW GL 1.6/1.8/2.0 4x4 16V,Subaru,Gasolina,1.6,Other,,,,,16
362,2141,Impreza SW GT 2.0 16V 4x4 Turbo Mec.,Subaru,Gasolina,2.0,Other,,Manual,,,16
364,2142,Impreza SW GX 2.0 16v 4x4 Aut.,Subaru,Gasolina,2.0,,,Auto,,,
366,2143,Impreza SW WRX 2.0 16v 4x4 TB,Subaru,Gasolina,2.0,,,,,,
370,3913,Impreza SW WRX 2.5 16V TB 4x4 5p,Subaru,Gasolina,2.5,Other,,,5,,16
372,4587,Impreza WRX 2.5 16V TB 4x4 5p,Subaru,Gasolina,2.5,Other,,,5,,16
373,2149,Legacy GL TW 2.0 4x4 Mec.,Subaru,Gasolina,2.0,,,Manual,,,
374,2159,Outback 2.5 4x4 Aut.,Subaru,Gasolina,2.5,,,Auto,,,
375,2162,SVX Cupê 3.3 4x4 Aut,Subaru,Gasolina,3.3,,,Auto,,,
0,2,Legend 3.2/3.5,Acura,Gasolina,3.2,,,,,,
6,3,NSX 3.0,Acura,Gasolina,3.0,,,,,,
9,4,MARRUÁ 2.8 12V 132cv TDI Diesel,Agrale,Diesel,2.8,Other,,,,1,12
11,4566,MARRUÁ AM 150 2.8  CS TDI Diesel,Agrale,Diesel,2.8,Diesel,,,,,
14,4565,MARRUÁ AM 150 2.8 CD TDI Diesel,Agrale,Diesel,2.8,Diesel,Pickup,,,,
17,4567,MARRUÁ AM 200 2.8  CD TDI Diesel,Agrale,Diesel,2.8,Diesel,Pickup,,,,
25,4569,MARRUÁ AM 50 2.8 140cv TDI Diesel,Agrale,Diesel,2.8,Diesel,,,,1,
27,7,145 Quadrifoglio 2.0,Alfa Romeo,Gasolina,2.0,,,,,,
29,10,155,Alfa Romeo,Gasolina,,,,,,,
31,11,155 Super,Alfa Romeo,Gasolina,,,,,,,
32,13,156 Sport Wagon 2.0 16V,Alfa Romeo,Gasolina,2.0,Other,Sport,,,,16
33,15,156 TS/Sport/Elegant 2.0 16V,Alfa Romeo,Gasolina,2.0,Other,Sport,,,,16
35,18,166 3.0 V6 24V,Alfa Romeo,Gasolina,3.0,V6/V8,,,,,24
37,19,2300 TI/TI-4,Alfa Romeo,Gasolina,,,,,,,
42,24,AM-825 Luxo 4.0 Diesel,Asia Motors,Diesel,4.0,Diesel,,,,,
45,25,AM-825 Super Luxo 4.0 Diesel,Asia Motors,Diesel,4.0,Diesel,,,,,
49,28,Hi-Topic Van 2.7 Diesel (furgão),Asia Motors,Diesel,2.7,Diesel,,,,,
55,36,Towner Luxo,Asia Motors,Gasolina,,,,,,,
56,38,Towner Panel Van,Asia Motors,Gasolina,,,,,,,
57,10560,DBS Coupe 5.2 V12 725cv,ASTON MARTIN,Gasolina,5.2,Other,Coupe,,,7,
