,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23
0,0.14780688942535358,-0.18478952839087087,-0.2873598924357728,0.049014996180815965,-0.1697597717797925,-0.08875098674608599,0.1685846540987291,-0.19373030199884303,-0.41341821268770085,0.5081525931440671,-0.08813821391292445,-0.22445849313837987,0.28077884646870743,-0.3506344566026728,0.19714461049054857,0.06993367784143237,-0.13974844489700491,-0.05237237718883364,0.08711399749839169,0.09085564510650414,0.07955905718967153,-0.24453784653574112,-0.008230168898782475
1,-1.2619685836135601,-0.1477055598252532,0.16819875340060306,-0.04446462166860557,0.04450448112400558,-0.07930274776991883,-0.32464568147413575,-0.11132244310934877,-0.0537267765570319,0.003828127018445454,0.05433450435995264,0.0854229980750177,0.03978328956056406,0.02789611082931879,0.11344769387972545,0.024974667760136765,-0.15955008884945873,-0.14225485372309887,-0.3015880891934638,-0.07655754647852232,-0.4861312977912922,-0.20042537701320698,0.20725591909187407
2,-1.2619685836135601,-0.1477055598252532,0.16819875340060306,-0.04446462166860557,0.04450448112400558,-0.07930274776991883,-0.32464568147413575,-0.11132244310934877,-0.0537267765570319,0.003828127018445454,0.05433450435995264,0.0854229980750177,0.03978328956056406,0.02789611082931879,0.11344769387972545,0.024974667760136765,-0.15955008884945873,-0.14225485372309887,-0.3015880891934638,-0.07655754647852232,-0.4861312977912922,-0.20042537701320698,0.20725591909187407
3,-1.151034098098205,-0.1373607840655961,0.15443103615855747,-0.09053522904732816,0.04213553323788172,-0.06095552793786606,-0.24130482540378104,-0.0634219445398225,-0.044847715842730604,-0.032813273361500556,0.07176430404036896,-0.0073932077980844065,0.13777838248570531,-0.05783456447353834,0.1835372987888257,-0.12441503275487933,0.01680879018634469,-0.17491951371795886,-0.07361107034411862,0.03348191032392261,0.02749545612323409,-0.08404977660674376,-0.05301827358231686
4,0.08110415085624312,-0.07846804113823477,-0.2699246221824083,-0.06263592213254578,-0.14272533374217264,0.014331306877216139,0.023812626982108676,-0.019650631318852745,-0.0724753967598258,-0.08348990030661345,0.15472213183032307,-0.026957183007391652,-0.054180431635546845,-0.046006401164710144,0.22359746555009286,0.000589780455197475,-0.06823206080912651,-0.0691450178323535,0.07332970570783144,0.10435636504813241,0.04762954381765112,-0.14493892505399347,0.028324375093728052
5,0.16118896451881126,0.06606238492203287,-0.5113542381557199,-0.23400143415729624,-0.07270947149953419,-0.0692074015493685,-0.2705378135642576,-0.41514716032214155,-0.4533847146180209,0.11214562865824493,0.24585106151620242,0.6474819484561741,-0.16407657390508487,-0.015259885958775386,-0.24207783083947915,-0.46056719949311653,-0.04680662420162707,0.3709726948446651,-0.22591581739489514,-0.28445358686248573,0.2639170232753057,-0.04621995261937442,-0.023420797903739222
6,0.224929527457855,-0.04568612454620272,-0.5940149860667812,-0.29469892444444834,0.06248071385872292,-0.213759314831415,-0.19137285575319624,-0.3333908567553089,-0.09502919001184663,0.13175680163139084,-0.4485439360810829,0.709818231260908,-0.04876539039306944,0.8341402746401927,0.273177592946644,-0.3255281468243466,0.18085282014419465,0.22112867081165508,-0.13807830190004014,0.5803158164689717,-0.03642668245121751,-0.1973177917874145,-0.0438856591187226
7,0.4445391474632179,0.5029938521879485,0.3197693279485216,-0.17751854250782903,-0.18383202439735008,0.4417243274483611,-0.1600520247131377,-0.6748508660938054,-0.5162694345054072,-0.24209053797677807,-0.16959690858922524,0.6691867733347646,0.005813061644351837,0.12236552857450717,-0.06871441055009908,0.26706429437493906,0.19295965040352567,-0.1265029192769332,-0.1257252571612919,-0.075873299448327,-0.137572826978508,0.2252169781670721,-0.15108220292504151
8,0.39355604262551425,0.4816603829911868,0.10214634845393086,-0.019729429487630734,-0.11551367752477876,-0.26259586425367615,0.13939749339443125,-0.8014810163374763,-0.5578507472390967,0.7607290361510617,-0.12497984014804708,0.44272868441359636,0.21574299424487353,-0.21046374126398795,0.030541722044480857,0.19022120286268654,0.016170732976611212,-0.07087797785996768,-0.08850930057153039,0.07806112571694651,-0.10687088673573736,0.1032224100858361,-0.07654834864175034
9,0.41803385227366086,0.5766320487137255,0.13114319079885658,-0.02188920574239671,-0.16586091190608193,-0.2569710919304419,-0.026484987667783177,-0.6743454786921506,-0.8384002600186857,0.851839571685036,0.04592820597435193,0.5249325704059117,0.14814744750187997,-0.22144335698760229,-0.3449798879367897,-0.2698314587152745,-0.028557660011720377,0.3565159137895756,-0.2904891709147521,-0.20820276093390894,0.21790209272275485,-0.039312265897703466,-0.08352783928310453
