fipe_cod,tabela_id,anoref,mesref,tipo,marca_id,marca,modelo_id,modelo,anomod,comb_cod,comb_sigla,comb,valor
008056-0,312,2024,8,1,6,Audi,53,A3 1.6 3p Aut.,2003,1,G,Gasolina,21490
008046-2,312,2024,8,1,6,Audi,64,A3 1.8 Turbo 3p Aut.,1997,1,G,Gasolina,15924
008047-0,312,2024,8,1,6,Audi,68,A4 1.8  Aut.,2001,1,G,Gasolina,25515
008019-5,312,2024,8,1,6,Audi,80,A4 2.4 30V Tip./Multitronic,1998,1,G,Gasolina,21517
008201-5,312,2024,8,1,6,Audi,7255,Q3 1.4 TFSI/TFSI Flex S-tronic 5p,2017,1,G,Gasolina,100538
008201-5,312,2024,8,1,6,Audi,7255,Q3 1.4 TFSI/TFSI Flex S-tronic 5p,2016,1,G,Gasolina,94482
008298-8,312,2024,8,1,6,Audi,10888,Q3 2.0 TFSI Anniversary Edition Quattro,32000,1,G,Gasolina,372990
008298-8,312,2024,8,1,6,Audi,10888,Q3 2.0 TFSI Anniversary Edition Quattro,2024,1,G,Gasolina,346115
008159-0,312,2024,8,1,6,Audi,6044,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018,1,G,Gasolina,130280
008159-0,312,2024,8,1,6,Audi,6044,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2017,1,G,Gasolina,106809
008159-0,312,2024,8,1,6,Audi,6044,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016,1,G,Gasolina,98751
008160-4,312,2024,8,1,6,Audi,6045,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018,1,G,Gasolina,135834
008160-4,312,2024,8,1,6,Audi,6045,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2017,1,G,Gasolina,110770
008160-4,312,2024,8,1,6,Audi,6045,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2014,1,G,Gasolina,88027
040002-5,312,2024,8,1,207,Baby,8275,Buggy 1.6/ TST/ RS 1.6 4-Lug.,2005,1,G,Gasolina,7880
040002-5,312,2024,8,1,207,Baby,8275,Buggy 1.6/ TST/ RS 1.6 4-Lug.,1993,1,G,Gasolina,4208
040002-5,312,2024,8,1,207,Baby,8275,Buggy 1.6/ TST/ RS 1.6 4-Lug.,1986,1,G,Gasolina,3062
009105-7,312,2024,8,1,7,BMW,153,120iA 2.0 16V 150cv/ 156cv 5p,2005,1,G,Gasolina,38025
009039-5,312,2024,8,1,7,BMW,162,320iA,2006,1,G,Gasolina,53088
009039-5,312,2024,8,1,7,BMW,162,320iA,1992,1,G,Gasolina,14554
009238-0,312,2024,8,1,7,BMW,9960,530e M Sport 2.0 Turbo Aut. (Híbrido),2020,1,G,Gasolina,251469
009028-0,312,2024,8,1,7,BMW,222,750iA,2008,1,G,Gasolina,118266
009028-0,312,2024,8,1,7,BMW,222,750iA,1997,1,G,Gasolina,38637
009306-8,312,2024,8,1,7,BMW,10668,i4 e-Drive 35 M Sport (Elétrico),2024,1,G,Gasolina,407911
009180-4,312,2024,8,1,7,BMW,6417,X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.,2016,1,G,Gasolina,119823
009151-0,312,2024,8,1,7,BMW,5497,X3 XDRIVE 35i/M-Sport 3.0 306cv Bi-Turbo,2011,1,G,Gasolina,84276
009018-2,312,2024,8,1,7,BMW,250,Z3 Roadster M 3.2,1998,1,G,Gasolina,100320
039001-1,312,2024,8,1,8,BRM,254,Buggy/M-8/M-8 Long 1.6,2016,1,G,Gasolina,40854
039001-1,312,2024,8,1,8,BRM,254,Buggy/M-8/M-8 Long 1.6,2010,1,G,Gasolina,35068
039001-1,312,2024,8,1,8,BRM,254,Buggy/M-8/M-8 Long 1.6,2003,1,G,Gasolina,18603
